,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,closed_date,response_time,day_of_week,hour,location_latitude,location_longitude,location_human_address
5632,64959753,2025-05-15 13:25:11,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Sidewalk,11236,742 EAST   95 STREET,EAST   95 STREET,ADDRESS,BROOKLYN,In Progress,,,17 BROOKLYN,3081120002,BROOKLYN,1008840,176352,ONLINE,Unspecified,BROOKLYN,40.65068802957866,-73.9113828769526,AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,EAST   95 STREET,,,Thursday,13,40.65068802957866,-73.9113828769526,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5633,64963214,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5634,64960291,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5635,64954699,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5636,64953165,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5637,64953185,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5638,64961620,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5639,64954776,2025-05-15 13:24:55,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10459,1300 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2029870015,BRONX,1014610,242136,PHONE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,,,,,,,,Thursday,13,40.83123062586011,-73.89029213423187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5640,64961029,2025-05-15 13:24:52,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,41 DOUGHTY STREET,DOUGHTY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T14:50:15.000,02 BROOKLYN,3002020012,BROOKLYN,986072,195032,ONLINE,Unspecified,BROOKLYN,40.70199436649687,-73.99342884785277,ELIZABETH PLACE,MC KENNY STREET,ELIZABETH PLACE,MC KENNY STREET,DOUGHTY STREET,2025-05-15 14:50:12,1.4222222222222223,Thursday,13,40.70199436649687,-73.99342884785277,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5641,64957361,2025-05-15 13:24:48,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,02 BROOKLYN,3020190016,BROOKLYN,995174,187479,ONLINE,Unspecified,BROOKLYN,40.68125657132301,-73.96061419008849,,,,,,,,Thursday,13,40.681256571323004,-73.96061419008849,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5642,64954596,2025-05-15 13:24:48,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,02 BROOKLYN,3020190016,BROOKLYN,995174,187479,ONLINE,Unspecified,BROOKLYN,40.68125657132301,-73.96061419008849,,,,,,,,Thursday,13,40.681256571323004,-73.96061419008849,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5643,64955650,2025-05-15 13:24:46,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10128,345 EAST   94 STREET,EAST   94 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T14:35:10.000,08 MANHATTAN,1015570025,MANHATTAN,998946,224362,PHONE,Unspecified,MANHATTAN,40.78248586785229,-73.94693392063988,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   94 STREET,2025-05-15 14:35:08,1.1727777777777777,Thursday,13,40.78248586785229,-73.94693392063988,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5644,64956381,2025-05-15 13:24:40,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11412,120-39 192 STREET,192 STREET,ADDRESS,SAINT ALBANS,In Progress,,,12 QUEENS,4126740057,QUEENS,1051812,189746,ONLINE,Unspecified,QUEENS,40.68722784688393,-73.75638724623143,120 AVENUE,121 AVENUE,120 AVENUE,121 AVENUE,192 STREET,,,Thursday,13,40.68722784688393,-73.75638724623143,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5645,64957867,2025-05-15 13:24:37,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10305,1817 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,In Progress,,,02 STATEN ISLAND,5035380073,STATEN ISLAND,958190,152393,MOBILE,Unspecified,STATEN ISLAND,40.58492138461615,-74.09382220708493,BUEL AVENUE,DONGAN HILLS AVENUE,BUEL AVENUE,DONGAN HILLS AVENUE,HYLAN BOULEVARD,,,Thursday,13,40.584921384616145,-74.09382220708493,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5646,64958304,2025-05-15 13:24:27,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10038,114 JOHN STREET,JOHN STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T14:11:13.000,01 MANHATTAN,1000690032,MANHATTAN,982653,197089,PHONE,Unspecified,MANHATTAN,40.70764039077776,-74.00576016400488,CLIFF STREET,PEARL STREET,CLIFF STREET,PEARL STREET,JOHN STREET,2025-05-15 14:11:10,0.7786111111111111,Thursday,13,40.70764039077776,-74.00576016400488,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5647,64955162,2025-05-15 13:24:04,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11103,34-16 ASTORIA BOULEVARD SOUTH,ASTORIA BOULEVARD SOUTH,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T13:31:12.000,01 QUEENS,4006320030,QUEENS,1007630,219667,ONLINE,Unspecified,QUEENS,40.76958062747012,-73.91559304356464,34 STREET,35 STREET,34 STREET,35 STREET,ASTORIA BOULEVARD SOUTH,2025-05-15 13:31:09,0.11805555555555555,Thursday,13,40.76958062747012,-73.91559304356464,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5648,64958344,2025-05-15 13:24:00,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10458,271 EAST FORDHAM ROAD,EAST FORDHAM ROAD,ADDRESS,BRONX,Closed,N/A,2025-05-15T13:30:20.000,07 BRONX,2031540102,BRONX,1013206,253405,ONLINE,Unspecified,BRONX,40.86216540656313,-73.89531691209744,VALENTINE AVENUE,TIEBOUT AVENUE,VALENTINE AVENUE,TIEBOUT AVENUE,EAST FORDHAM ROAD,2025-05-15 13:30:15,0.10416666666666667,Thursday,13,40.86216540656313,-73.89531691209744,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5649,64957096,2025-05-15 13:23:41,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10023,2000 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T14:47:16.000,07 MANHATTAN,1011407502,MANHATTAN,989194,221852,MOBILE,Unspecified,MANHATTAN,40.7756074160266,-73.98214945684576,WEST   68 STREET,WEST   69 STREET,WEST   68 STREET,WEST   69 STREET,BROADWAY,2025-05-15 14:47:12,1.3919444444444444,Thursday,13,40.775607416026595,-73.98214945684576,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5650,64953709,2025-05-15 13:23:16,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11374,64-16 ASQUITH CRESCENT,ASQUITH CRESCENT,ADDRESS,REGO PARK,In Progress,,,06 QUEENS,4031270042,QUEENS,1022808,202742,ONLINE,Unspecified,QUEENS,40.7230726359377,-73.86089422252957,64 ROAD,ALDERTON STREET,64 ROAD,ALDERTON STREET,ASQUITH CRESCENT,,,Thursday,13,40.7230726359377,-73.86089422252957,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5651,64954021,2025-05-15 13:23:13,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10468,2481 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,N/A,2025-05-15T13:30:10.000,05 BRONX,2031660077,BRONX,1012627,253334,ONLINE,Unspecified,BRONX,40.86197241327945,-73.8974104387061,EAST  188 STREET,EAST FORDHAM ROAD,EAST  188 STREET,EAST FORDHAM ROAD,GRAND CONCOURSE,2025-05-15 13:30:08,0.11527777777777778,Thursday,13,40.86197241327945,-73.8974104387061,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5652,64962210,2025-05-15 13:23:11,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11104,42-12 SKILLMAN AVENUE,SKILLMAN AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T14:36:16.000,02 QUEENS,4001590021,QUEENS,1005999,211426,ONLINE,Unspecified,QUEENS,40.7469653613334,-73.9215079693077,42 STREET,43 STREET,42 STREET,43 STREET,SKILLMAN AVENUE,2025-05-15 14:36:13,1.2172222222222222,Thursday,13,40.7469653613334,-73.9215079693077,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5653,64957477,2025-05-15 13:23:08,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11224,2930 WEST   30 STREET,WEST   30 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,13 BROOKLYN,3070500001,BROOKLYN,985326,148262,PHONE,Unspecified,BROOKLYN,40.57362084545696,-73.9961267998414,,,,,,,,Thursday,13,40.57362084545696,-73.9961267998414,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5654,64959043,2025-05-15 13:23:00,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),Unknown,11691,Unknown,,INTERSECTION,QUEENS,Open,,,14 QUEENS,,QUEENS,1052572,156198,ONLINE,Unspecified,QUEENS,40.59514031915387,-73.75398660655783,,,BEACH 20 STREET,SEAGIRT BOULEVARD,,,,Thursday,13,40.59514031915387,-73.75398660655783,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5655,64954828,2025-05-15 13:23:00,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),Unknown,11357,149-33 20 AVENUE,20 AVENUE,ADDRESS,WHITESTONE,Open,,,07 QUEENS,4046690017,QUEENS,1035232,224028,MOBILE,Unspecified,QUEENS,40.78143430785115,-73.81591086294006,149 ST,150 ST,,,,,,Thursday,13,40.78143430785115,-73.81591086294006,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5656,64960312,2025-05-15 13:22:43,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,240 EAST  175 STREET,EAST  175 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,05 BRONX,2027980024,BRONX,1010223,247770,PHONE,Unspecified,BRONX,40.846708300148165,-73.90612301707802,,,,,,,,Thursday,13,40.846708300148165,-73.90612301707802,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5657,64952402,2025-05-15 13:22:31,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,169 58 STREET,58 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T17:39:36.000,07 BROOKLYN,3008440047,BROOKLYN,978033,174299,PHONE,Unspecified,BROOKLYN,40.64508494690413,-74.02240285894014,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,58 STREET,2025-05-15 17:39:33,4.283888888888889,Thursday,13,40.64508494690413,-74.02240285894014,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5658,64956875,2025-05-15 13:22:20,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11221,448 KOSCIUSZKO STREET,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T14:24:41.000,03 BROOKLYN,3016060011,BROOKLYN,1001989,191535,ONLINE,Unspecified,BROOKLYN,40.69237832514364,-73.93603245506156,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,KOSCIUSZKO STREET,2025-05-15 14:24:39,1.0386111111111112,Thursday,13,40.69237832514364,-73.93603245506156,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5659,64953684,2025-05-15 13:22:17,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,UNRECOGNIZED,JAMAICA,In Progress,,,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,,,Thursday,13,40.64832048620134,-73.78828125130184,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5660,64962959,2025-05-15 13:22:17,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,02 BROOKLYN,3020190016,BROOKLYN,995174,187479,ONLINE,Unspecified,BROOKLYN,40.68125657132301,-73.96061419008849,,,,,,,,Thursday,13,40.681256571323004,-73.96061419008849,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5661,64957586,2025-05-15 13:22:17,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,70 LEFFERTS PLACE,LEFFERTS PLACE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,02 BROOKLYN,3020190016,BROOKLYN,995174,187479,ONLINE,Unspecified,BROOKLYN,40.68125657132301,-73.96061419008849,,,,,,,,Thursday,13,40.681256571323004,-73.96061419008849,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5662,64953139,2025-05-15 13:22:14,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Street/Sidewalk,10003,109 EAST 14 STREET,EAST 14 STREET,ADDRESS,NEW YORK,Closed,The individual was found and outreach assistance was offered.,2025-05-15T17:46:52.000,05 MANHATTAN,1008707501,MANHATTAN,987162,206792,MOBILE,Unspecified,MANHATTAN,40.73427244959622,-73.98949261008066,4 AVENUE,IRVING PLACE,4 AVENUE,IRVING PLACE,EAST   14 STREET,2025-05-15 23:10:36,9.806111111111111,Thursday,13,40.73427244959622,-73.98949261008066,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5663,64954591,2025-05-15 13:22:13,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11214,8714 21 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,11 BROOKLYN,3064110048,BROOKLYN,984667,158216,PHONE,Unspecified,BROOKLYN,40.600942647126814,-73.99849834071878,,,,,,,,Thursday,13,40.600942647126814,-73.99849834071878,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5664,64958139,2025-05-15 13:22:03,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T14:14:03.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.69030322863404,-73.96029513058312,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,2025-05-15 14:13:59,0.8655555555555555,Thursday,13,40.690303228634036,-73.96029513058312,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5665,64955427,2025-05-15 13:22:02,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,536 KAPPOCK STREET,KAPPOCK STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T18:52:37.000,08 BRONX,2057230088,BRONX,1006999,259086,ONLINE,Unspecified,BRONX,40.87777618583091,-73.91773744689729,JOHNSON AVENUE,NETHERLAND AVENUE,JOHNSON AVENUE,NETHERLAND AVENUE,KAPPOCK STREET,2025-05-15 18:52:33,5.508611111111111,Thursday,13,40.87777618583091,-73.91773744689729,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5666,64952763,2025-05-15 13:21:54,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,870 44 STREET,44 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T15:11:14.000,12 BROOKLYN,3007420036,BROOKLYN,984598,173750,MOBILE,Unspecified,BROOKLYN,40.64358023538794,-73.99874601592185,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,44 STREET,2025-05-15 15:11:09,1.8208333333333333,Thursday,13,40.64358023538794,-73.99874601592185,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5667,64952210,2025-05-15 13:21:39,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11216,589 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,In Progress,,,08 BROOKLYN,3012170062,BROOKLYN,996920,185414,PHONE,Unspecified,BROOKLYN,40.67558628737133,-73.95432297784002,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ST MARKS AVENUE,,,Thursday,13,40.675586287371324,-73.95432297784002,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5668,64958332,2025-05-15 13:21:33,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,10017,369 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,In Progress,The Department of Sanitation investigated this complaint and found no condition at the location.,2025-05-15T21:29:48.000,06 MANHATTAN,1012950020,MANHATTAN,990716,212735,ONLINE,Unspecified,MANHATTAN,40.75058261786261,-73.97666297452015,EAST   40 STREET,EAST   41 STREET,EAST   40 STREET,EAST   41 STREET,LEXINGTON AVENUE,,,Thursday,13,40.75058261786261,-73.97666297452015,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5669,64956774,2025-05-15 13:21:19,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,10465,843 THROGGS NECK EXPRESSWAY,THROGGS NECK EXPRESSWAY,ADDRESS,BRONX,In Progress,The Department of Sanitation cleaned the location.,2025-05-15T23:21:28.000,10 BRONX,2054300047,BRONX,1033893,241913,PHONE,Unspecified,BRONX,40.830531220170506,-73.82061354696806,PHILIP AVENUE,LAFAYETTE AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,THROGS NECK EXPRESSWAY SVC RD,,,Thursday,13,40.830531220170506,-73.82061354696806,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5670,64955939,2025-05-15 13:21:00,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,7 AVENUE,7 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T14:36:49.000,10 MANHATTAN,,MANHATTAN,1001500,239331,PHONE,Unspecified,MANHATTAN,40.82356703878467,-73.93767317525372,7 AVENUE,WEST  148 STREET,7 AVENUE,WEST  148 STREET,,2025-05-15 14:36:46,1.2627777777777778,Thursday,13,40.82356703878467,-73.93767317525372,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5671,64956412,2025-05-15 13:21:00,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,586 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2025-05-15T12:00:00.000,12 BROOKLYN,3053610014,BROOKLYN,992613,173513,PHONE,Unspecified,BROOKLYN,40.64292577979137,-73.9698650396765,LEWIS PLACE,MATTHEWS COURT,,,,2025-05-15 14:31:00,1.1666666666666667,Thursday,13,40.64292577979137,-73.9698650396765,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5672,64954110,2025-05-15 13:20:55,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10016,3 AVENUE,3 AVENUE,INTERSECTION,,In Progress,,,06 MANHATTAN,,MANHATTAN,990820,211884,PHONE,Unspecified,MANHATTAN,40.74824676081666,-73.97628845012895,3 AVENUE,EAST   38 STREET,3 AVENUE,EAST   38 STREET,,,,Thursday,13,40.74824676081666,-73.97628845012895,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
5673,64956971,2025-05-15 13:20:55,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10016,3 AVENUE,3 AVENUE,INTERSECTION,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2025-05-15T13:50:26.000,06 MANHATTAN,,MANHATTAN,990820,211884,PHONE,Unspecified,MANHATTAN,40.74824676081666,-73.97628845012895,3 AVENUE,EAST   38 STREET,3 AVENUE,EAST   38 STREET,,2025-05-15 13:50:23,0.4911111111111111,Thursday,13,40.74824676081666,-73.97628845012895,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
